"uniqueID","mediaTitle","category","year","countryOrigin","genre","peopleScore","criticScore"
"sqs071800011m4","Running Mans (S01, Ep6)","Television",2013,"GBR","Comedy","7.90","4.00"
"sqts071800466","The Wrong Mans","Television",2013,"GBR","Comedy","0.00","0.00"
"sqs071800017m4","The Gates Excitation (Ep18)","Television",2017,"USA","Comedy","8.30","4.20"
"sqs071800018m4","The Tenant Disassociation (Ep19)","Television",2017,"USA","Comedy","8.30","4.20"
"sqs071800019m4","The Reclusive Potential (Ep20)","Television",2017,"USA","Comedy","8.30","4.20"
"sqs071800031m4","Killer Asteroids, Oklahoma, and a Frizzy Hair Machine","Television",2017,"USA","Comedy","6.80","3.40"
"sqs071800032m4","Jiu-Jitsu, Bubble Wrap, and Yoo-hoo (S01, Ep17)","Television",2017,"USA","Comedy","6.80","3.40"
"sqs071800033m4","A Mother, A Child and a Blue Man's Backside (S01, Ep18)","Television",2017,"USA","Comedy","6.80","3.40"
"sqs071800046m4","Pilot - The Good Doctor (S01, Ep1)","Television",2017,"USA","Drama","8.40","4.20"
"sqs071800047m4","Mount Rushmore (S01, Ep2)","Television",2017,"USA","Drama","8.40","4.20"
"sqs071800048m4","Oliver (S01, Ep3)","Television",2017,"USA","Drama","8.40","4.20"
"sqs071800049m4","Pipes (S01, Ep4)","Television",2017,"USA","Drama","8.40","4.20"
"sqs071800050m4","Point Three Percent (S01, Ep5)","Television",2017,"USA","Drama","8.40","4.20"
"sqs071800051m4","Not Fake (S01, Ep6)","Television",2017,"USA","Drama","8.40","4.20"
"sqts071800467","The Good Doctor","Television",2017,"USA","Drama","0.00","0.00"
"sqs071800052m4","Ep 1 Howards End","Television",2018,"GBR","Drama","7.80","3.90"
"sqs071800053m4","Ep 2 Howards End","Television",2018,"GBR","Drama","7.80","3.90"
"sqs071800054m4","Ep 3 Howards End","Television",2018,"GBR","Drama","7.80","3.90"
"sqs071800055m4","Ep 4 Howards End","Television",2018,"GBR","Drama","7.80","3.90"
"sqts071800468","Howards End","Television",2018,"GBR","Drama","0.00","0.00"
"sqs071800056m4","Ep 1 Picnic at Hanging Rock","Television",2018,"AUS","Drama","7.10","3.60"
"sqs071800057m4","Ep 2 Picnic at Hanging Rock","Television",2018,"AUS","Drama","7.10","3.60"
"sqs071800058m4","Ep 3 Picnic at Hanging Rock","Television",2018,"AUS","Drama","7.10","3.60"
"sqs071800059m4","Ep 4 Picnic at Hanging Rock","Television",2018,"AUS","Drama","7.10","3.60"
"sqs071800060m4","Ep 5 Picnic at Hanging Rock","Television",2018,"AUS","Drama","7.10","3.60"
"sqs071800061m4","Ep 6 Picnic at Hanging Rock","Television",2018,"AUS","Drama","7.10","3.60"
"sqts071800469","Picnic at Hanging Rock","Television",2018,"AUS","Drama","0.00","0.00"
"sqs071800062m4","Fun and (S)laughter (S01, Ep1)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800063m4","The Kid (S01, Ep2)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800064m4","Comfort of Strangers (S01, Ep3)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800065m4","Jack (S01, Ep4)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800066m4","Bait (S01, Ep5)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800067m4","Cuckoo (S01, Ep6)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800068m4","Exposure (S01, Ep7)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800069m4","This Be The Verse (S01, Ep8)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800070m4","Fortunate Boy (S01, Ep9)","Television",2017,"GBR","Drama","7.30","3.70"
"sqs071800071m4","My Love is Vengeance (S01, Ep10)","Television",2017,"GBR","Drama","7.30","3.70"
"sqts071800470","Tin Star","Television",2017,"GBR","Drama","0.00","0.00"
"sqs071800072m4","Ep 1 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqs071800073m4","Ep 2 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqs071800074m4","Ep 3 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqs071800075m4","Ep 4 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqs071800076m4","Ep 5 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqs071800077m4","Ep 6 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqs071800078m4","Ep 7 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqs071800079m4","Ep 8 The Vanishing","Television",2017,"DEU","Drama","7.40","3.70"
"sqts071800471","The Vanishing Das Verschwinden","Television",2017,"DEU","Drama","0.00","0.00"
"sqs071800193m4","Ep 1 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800194m4","Ep 2 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800195m4","Ep 3 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800196m4","Ep 4 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800197m4","Ep 5 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800198m4","Ep 6 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800199m4","Ep 7 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800200m4","Ep 8 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800201m4","Ep 9 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800202m4","Ep 10 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800203m4","Ep 11 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800204m4","Ep 12 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800205m4","Ep 13 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800206m4","Ep 14 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800207m4","Ep 15 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqs071800208m4","Ep 16 I Am Not A Robot","Television",2017,"KOR","Drama","8.00","4.00"
"sqts071800472","I Am Not A Robot 로봇이 아니야","Television",2017,"KOR","Drama","0.00","0.00"
"sqs071800112m4","Ep 1 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800113m4","Ep 2 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800114m4","Ep 3 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800115m4","Ep 4 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800116m4","Ep 5 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800117m4","Ep 6 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800118m4","Ep 7 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800119m4","Ep 8 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800120m4","Ep 9 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqs071800121m4","Ep 10 Cold Case","Television",2016,"JPN","Drama","0.00","4.00"
"sqts071800473","Cold Case (Japan)","Television",2016,"JPN","Drama","0.00","0.00"
"sqs071800187m4","Zanzibar (Ep1)","Television",2018,"GBR","Comedy","8.50","4.30"
"sqs071800188m4","Bernie Clifton's Dressing Room (Ep2)","Television",2018,"GBR","Comedy","8.50","4.30"
"sqs071800189m4","Once Removed (Ep3)","Television",2018,"GBR","Comedy","8.50","4.30"
"sqs071800190m4","To Have and To Hold (Ep4)","Television",2018,"GBR","Comedy","8.50","4.30"
"sqs071800191m4","And the Winner is…(Ep5)","Television",2018,"GBR","Comedy","8.50","4.30"
"sqs071800192m4","Tempting Fate (Ep6)","Television",2018,"GBR","Comedy","8.50","4.30"
"sqts071800474","Inside No. 9 S04","Television",2018,"GBR","Comedy","0.00","0.00"
"sqs071800209m4","New Business Class Seat","Television",NA,NA,NA,"0.00","0.00"
"sqs071800210m4","New A380 Business Class Seat","Television",NA,NA,NA,"0.00","0.00"
"sqs081800007m4","Yesterday's Jam (S01, Ep1)","Television",2006,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.60","4.30"
"sqs081800008m4","Calamity Jen (S01, Ep2)","Television",2006,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.60","4.30"
"sqs081800009m4","Fifty-Fifty (S01, Ep3)","Television",2006,NA,"Comedy",NA,NA
"sqs081800010m4","The Red Door (S01, Ep4)","Television",2006,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.60","4.30"
"sqs081800011m4","The Haunting of Bill Crouse (S01, Ep5)","Television",2006,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.60","4.30"
"sqs081800012m4","Aunt Irma Visits (S01, Ep6)","Television",2006,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.60","4.30"
"sqts081800415","The It Crowd","Television",NA,NA,"Comedy","8.60","4.30"
"sqs081800031m4","The Comet Polarization (Ep21)","Television",2017,"United States of America(USA)","Comedy","8.30","4.20"
"sqs081800032m4","The Monetary Insufficiency (Ep22)","Television",2017,"United States of America(USA)","Comedy","8.30","4.20"
"sqs081800033m4","The Sibling Realignment (Ep23)","Television",2017,"United States of America(USA)","Comedy","8.30","4.20"
"sqs081800034m4","The Bow Tie Asymmetry (Ep24)","Television",2017,"United States of America(USA)","Comedy","8.30","4.20"
"sqts081800434","The Big Bang Theory S11","Television",NA,NA,"Comedy","8.30","4.20"
"sqs081800059m4","Gluons, Guacamole, and the Color Purple (S01, Ep19)","Television",2017,"United States of America(USA)","Comedy","6.80","3.40"
"sqs081800060m4","A Dog, a Squirrel, and a Fish Named Fish (S01, Ep20)","Television",2017,"United States of America(USA)","Comedy","6.80","3.40"
"sqs081800061m4","Summer Sausage, Pocket Poncho & Tony... (S01, Ep21)","Television",2017,"United States of America(USA)","Comedy","6.80","3.40"
"sqs081800062m4","Vanilla Ice Cream, Gentlemen... (S01, Ep22)","Television",2017,"United States of America(USA)","Comedy","6.80","3.40"
"sqts081800435","Young Sheldon","Television",NA,NA,"Comedy","6.80","3.40"
"sqs081800091m4","Of Mice and Men (S01, Ep1)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqs081800092m4","Pride and Prejudice (S01, Ep2)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqs081800093m4","Game On (S01, Ep3)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqs081800094m4","It's Donald (S01, Ep4)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqs081800095m4","Cover Your Ass (S01, Ep5)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqs081800096m4","Line of Fire (S01, Ep6)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqs081800097m4","Beauty and the Beast (S01, Ep7)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqs081800098m4","Citizen United (S01, Ep8)","Television",2016,"United States of America(USA)","Drama","8.30","4.20"
"sqts081800418","Goliath","Television",NA,NA,"Drama","8.30","4.20"
"sqs081800111m4","Part 1 Little Women","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","7.10","3.60"
"sqs081800112m4","Part 2 Little Women","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","7.10","3.60"
"sqs081800113m4","Part 3 Little Women","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","7.10","3.60"
"sqts081800419","Little Women","Television",NA,NA,"Drama","7.10","3.60"
"sqs081800233m4","Revelations (S01, Ep4)","Television",2015,"United States of America(USA)","Drama","8.10","4.10"
"sqs081800234m4","The New Normal (S01, Ep5)","Television",2015,"United States of America(USA)","Drama","8.10","4.10"
"sqs081800235m4","Three Monkeys (S01, Ep6)","Television",2015,"United States of America(USA)","Drama","8.10","4.10"
"sqs081800236m4","Truth (S01, Ep7)","Television",2015,"United States of America(USA)","Drama","8.10","4.10"
"sqs081800237m4","End of the World (S01, Ep8)","Television",2015,"United States of America(USA)","Drama","8.10","4.10"
"sqs081800238m4","Kindness (S01, Ep9)","Television",2015,"United States of America(USA)","Drama","8.10","4.10"
"sqs081800239m4","A Way Out (S01, Ep10)","Television",2015,"United States of America(USA)","Drama","8.10","4.10"
"sqts081800420","The Man in the High Castle","Television",NA,NA,"Drama","8.10","4.10"
"sqs081800114m4","House Divided (Ep1)","Television",2017,"United States of America(USA)","Drama","7.90","4.00"
"sqs081800115m4","Twofer (Ep2)","Television",2017,"United States of America(USA)","Drama","7.90","4.00"
"sqs081800116m4","Exit Strategy (Ep3)","Television",2017,"United States of America(USA)","Drama","7.90","4.00"
"sqs081800117m4","Skeleton Crew (Ep4)","Television",2017,"United States of America(USA)","Drama","7.90","4.00"
"sqs081800118m4","Trapped (Ep5)","Television",2017,"United States of America(USA)","Drama","7.90","4.00"
"sqts081800421","NCIS S15","Television",NA,NA,"Drama","7.90","4.00"
"sqs081800119m4","Bad News (Ep1)","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","8.30","4.20"
"sqs081800120m4","Never Mind (Ep2)","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","8.30","4.20"
"sqs081800121m4","Some Hope (Ep3)","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","8.30","4.20"
"sqs081800122m4","Mother's Milk (Ep4)","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","8.30","4.20"
"sqs081800123m4","At Last (Ep5)","Television",2018,"United Kingdom of Great Britain and Northern Ireland(GBR)","Drama","8.30","4.20"
"sqts081800422","Patrick Melrose","Television",NA,NA,"Drama","8.30","4.20"
"sqs081800137m4","Chapter Twenty-Seven: The Hills Have Eyes","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800138m4","Chapter Twenty-Eight: There Will Be Blood","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800139m4","Chapter Twenty-Nine: Primary Colors","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800140m4","Chapter Thirty: The Noose Tightens","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800141m4","Chapter Thirty-One: A Night to Remember","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800142m4","Chapter Thirty-Two: Prisoners","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800143m4","Chapter Thirty-Three: Shadow of a Doubt","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800144m4","Chapter Thirty-Four: Judgment Night","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800145m4","Chapter Thirty-Five: Brave New World","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqts081800423","Riverdale S02","Television",NA,NA,"Drama","7.80","3.90"
"sqs081800158m4","Lego DC Comics Super Heroes: The Flash","Television",2018,"United States of America(USA)","Animation","6.40","3.20"
"sqts081800424","Lego DC Comics Super Heroes: The Flash","Television",NA,NA,"Animation","6.40","3.20"
"sqs081800163m4","Ep 3 Dad, Where Are We Going?","Television",2017,"China(CHN)","Travel","0.00","3.50"
"sqs081800164m4","Ep 4 Dad, Where Are We Going?","Television",2017,"China(CHN)","Travel","0.00","3.50"
"sqs081800165m4","Ep 5 Dad, Where Are We Going?","Television",2017,"China(CHN)","Travel","0.00","3.50"
"sqts081800425","Dad, Where Are We Going? S05 爸爸去哪儿第五季","Television",NA,NA,"Travel","0.00","3.50"
"sqs081800170m4","Ep 1 Masters in Forbidden City","Television",2015,"China(CHN)","Documentary","0.00","3.90"
"sqs081800171m4","Ep 2 Masters in Forbidden City","Television",2015,"China(CHN)","Documentary","0.00","3.90"
"sqs081800172m4","Ep 3 Masters in Forbidden City","Television",2015,"China(CHN)","Documentary","0.00","3.90"
"sqts081800426","Masters in Forbidden City 我在故宫修文物","Television",NA,NA,"Documentary","0.00","3.90"
"sqs081800177m4","Love Beyond Borders (Ep13)","Television",2018,"Japan(JPN)","Drama","0.00","0.00"
"sqts081800427","Love Stories from Fukuoka 福岡恋愛白書13","Television",NA,NA,"Drama","0.00","0.00"
"sqs081800192m4","Gasp (Ep1)","Television",2018,"United States of America(USA)","Nature & the Environment","8.80","4.40"
"sqs081800232m4","New Regional Business Class Seat","Television",2018,"Singapore(SGP)","Travel","0.00","4.00"
"sqts081800428","Gavin & Stacey","Television",2017,"United States of America(USA)","Comedy","8.00","4.00"
"sqs081800001m4","S01, Ep1 Gavin & Stacey","Television",2017,"United States of America(USA)","Comedy","8.00","4.00"
"sqs081800002m4","S01, Ep2 Gavin & Stacey","Television",2017,"United States of America(USA)","Comedy","8.00","4.00"
"sqs081800003m4","S01, Ep3 Gavin & Stacey","Television",2017,"United States of America(USA)","Comedy","8.00","4.00"
"sqs081800004m4","S01, Ep4 Gavin & Stacey","Television",2017,"United States of America(USA)","Comedy","8.00","4.00"
"sqs081800013m4","Ep 1 The Office","Television",2002,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.50","4.30"
"sqs081800014m4","Ep 2 The Office","Television",2002,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.50","4.30"
"sqs081800015m4","Ep 3 The Office","Television",2002,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.50","4.30"
"sqs081800016m4","Ep 4 The Office","Television",2002,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.50","4.30"
"sqs081800017m4","Ep 5 The Office","Television",2002,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.50","4.30"
"sqs081800018m4","Ep 6 The Office","Television",2002,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.50","4.30"
"sqs081800005m4","S01, Ep5 Gavin & Stacey","Television",2017,"United States of America(USA)","Comedy","8.00","4.00"
"sqs081800006m4","S01, Ep6 Gavin & Stacey","Television",2017,"United States of America(USA)","Comedy","8.00","4.00"
"sqts081800429","The Office UK S02","Television",2002,"United Kingdom of Great Britain and Northern Ireland(GBR)","Comedy","8.50","4.30"
"sqts081800430","Twin Peaks","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800019m4","Pilot - Twin Peaks (S01, Ep1)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800020m4","Traces to Nowhere (S01, Ep2)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800021m4","Zen, or the Skill to Catch a Killer (S01, Ep3)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800022m4","Rest in Pain (S01, Ep4)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800023m4","The One-Armed Man (S01, Ep5)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800024m4","Cooper's Dreams (S01, Ep6)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800039m4","Rally Cap (S01, Ep1)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800040m4","Winning Streak (S01, Ep2)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800041m4","Kangaroo Court (S01, Ep3)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800042m4","Retaliation (S01, Ep4)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800043m4","Breakout Year (S01, Ep5)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800044m4","Road Trip (S01, Ep6)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800045m4","Old Timers Day (S01, Ep7)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800046m4","It All Comes Down to This (S01, Ep8)","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqs081800025m4","Realization Time (S01, Ep7)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqs081800026m4","The Last Evening (S01, Ep8)","Television",1990,"United States of America(USA)","Drama","8.80","4.40"
"sqts081800431","Brockmire","Television",2017,"United States of America(USA)","Comedy","8.10","4.10"
"sqts081800432","Genius: Einstein","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800077m4","Einstein: Chapter One (Ep1)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800078m4","Einstein: Chapter Two (Ep2)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800079m4","Einstein: Chapter Three (Ep3)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800080m4","Einstein: Chapter Four (Ep4)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800081m4","Einstein: Chapter Five (Ep5)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800082m4","Einstein: Chapter Six (Ep6)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800083m4","Einstein: Chapter Seven (Ep7)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800084m4","Einstein: Chapter Eight (Ep8)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800087m4","Picasso: Chapter One (Ep1)","Television",2018,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800088m4","Picasso: Chapter Two (Ep2)","Television",2018,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800089m4","Picasso: Chapter Three (Ep3)","Television",2018,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800090m4","Picasso: Chapter Four (Ep4)","Television",2018,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800085m4","Einstein: Chapter Nine (Ep9)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800086m4","Einstein: Chapter Ten (Ep10)","Television",2017,"United States of America(USA)","Drama","8.40","4.20"
"sqs081800099m4","Chapter 9 (Ep1)","Television",2018,"United States of America(USA)","Drama","8.70","4.40"
"sqs081800100m4","Chapter 10 (Ep2)","Television",2018,"United States of America(USA)","Drama","8.70","4.40"
"sqs081800101m4","Chapter 11 (Ep3)","Television",2018,"United States of America(USA)","Drama","8.70","4.40"
"sqs081800102m4","Chapter 12 (Ep4)","Television",2018,"United States of America(USA)","Drama","8.70","4.40"
"sqs081800124m4","Chapter One: The River's Edge","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800125m4","Chapter Two: A Touch Of Evil","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800126m4","Chapter Three: Body Double","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800127m4","Chapter Four: The Last Picture Show","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800128m4","Chapter Five: Heart Of Darkness","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800129m4","Chapter Six: Faster Pussycats! Kill! Kill!","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800130m4","Chapter Seven: In a Lonely Place","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800131m4","Chapter Eight: The Outsiders","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800132m4","Chapter Nine: Le Grande Illusion","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800133m4","Chapter Ten: The Lost Weekend","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800134m4","Chapter Eleven: To Riverdale and Back","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800135m4","Chapter Twelve: Anatomy of a Murder","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800136m4","Chapter Thirteen: The Sweet Hereafter","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs081800103m4","Chapter 13 (Ep5)","Television",2018,"United States of America(USA)","Drama","8.70","4.40"
"sqs081800104m4","Chapter 14 (Ep6)","Television",2018,"United States of America(USA)","Drama","8.70","4.40"
"sqts081800433","Riverdale","Television",2017,"United States of America(USA)","Drama","7.80","3.90"
"sqs091800001m4","Chapter One: Make Your Mark (S01, Ep1)","Television",2018,"USA","Comedy","8.20","4.10"
"sqs091800002m4","Chapter Two: Use It (S01, Ep2)","Television",2018,"USA","Comedy","8.20","4.10"
"sqs091800003m4","Chapter Three: Make the Unsafe Choice (S01, Ep3)","Television",2018,"USA","Comedy","8.20","4.10"
"sqs091800004m4","Chapter Four: Commit… To YOU (S01, Ep4)","Television",2018,"USA","Comedy","8.20","4.10"
"sqs091800005m4","Chapter Five: Do Your Job (S01, Ep5)","Television",2018,"USA","Comedy","8.20","4.10"
"sqs091800006m4","Chapter Six: Listen With Your Ears, React... (S01, Ep6)","Television",2018,"USA","Comedy","8.20","4.10"
"sqs091800007m4","Chapter Seven: Loud, Fast, and Keep Going (S01, Ep7)","Television",2018,"USA","Comedy","8.20","4.10"
"sqs091800008m4","Chapter Eight: Know Your Truth (S01, Ep8)","Television",2018,"USA","Comedy","8.20","4.10"
"sqts091800202","Barry","Television",NA,NA,"Comedy","0.00","0.00"
"sqs091800009m4","Grow Fast or Die Slow (Ep1)","Television",2018,"USA","Comedy","8.60","4.30"
"sqs091800010m4","Reorientation (Ep2)","Television",2018,"USA","Comedy","8.60","4.30"
"sqs091800011m4","Chief Operating Officer (Ep3)","Television",2018,"USA","Comedy","8.60","4.30"
"sqs091800012m4","Tech Evangelist (Ep4)","Television",2018,"USA","Comedy","8.60","4.30"
"sqs091800013m4","Facial Recognition (Ep5)","Television",2018,"USA","Comedy","8.60","4.30"
"sqs091800014m4","Artificial Emotional Intelligence (Ep6)","Television",2018,"USA","Comedy","8.60","4.30"
"sqs091800015m4","Initial Coin Offering (Ep7)","Television",2018,"USA","Comedy","8.60","4.30"
"sqs091800016m4","Fifty-One Percent (Ep8)","Television",2018,"USA","Comedy","8.60","4.30"
"sqts091800203","Silicon Valley S05","Television",NA,NA,"Comedy","0.00","0.00"
"sqs091800040m4","Walter's Walk (S01, Ep1)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800041m4","South Bound Suarez (S01, Ep2)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800042m4","No Quarter (S01, Ep3)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800043m4","In the Light (S01, Ep4)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800044m4","Houses of the Holy (S01, Ep5)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800045m4","Communication Breakdown (S01, Ep6)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800046m4","What is and What Should Never Be (S01, Ep7)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800047m4","Fool in the Rain (S01, Ep8)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800048m4","I Can't Quit, Baby (S01, Ep9)","Television",2009,"USA","Drama","7.30","3.70"
"sqs091800049m4","When the Levee Breaks (S01, Ep10)","Television",2009,"USA","Drama","7.30","3.70"
"sqts091800204","Covert Affairs","Television",NA,NA,"Drama","0.00","0.00"
"sqs091800050m4","The One After ""I Do"" (Ep1)","Television",2001,"USA","Comedy","9.00","4.50"
"sqs091800051m4","One With The Red Sweater (Ep2)","Television",2001,"USA","Comedy","9.00","4.50"
"sqs091800052m4","One Where Rachel Tells Ross (Ep3)","Television",2001,"USA","Comedy","9.00","4.50"
"sqs091800053m4","One With Rachel's Date (Ep5)","Television",2001,"USA","Comedy","9.00","4.50"
"sqs091800054m4","One With The Halloween Party (Ep6)","Television",2001,"USA","Comedy","9.00","4.50"
"sqts091800205","Friends S08","Television",NA,NA,"Comedy","0.00","0.00"
